title;desc;url;ingredients;steps;tools
Guava Mocktail;De Guava Mocktail is een frisse en bruisende mocktail die je in een hand om draai op tafel zet! Je maakt hem direct in het glas met Jarritos Guava, ginger beer, limoensap en munt.;https://cocktailrecepten.com/recept/guava-mocktail;['35 ml Ginger beer', '1 schijfje Limoen', '10 ml Limoensap', '2 takje Munt', '160 ml Jarritos Guava'];['Pak een tumbler, pluk de blaadjes van 1 takje munt, klap deze tussen je handen en doe in het glas. Voeg ook het limoensap toe.', 'Schenk de ginger beer en Jarritos Guava erbij en roer door.', 'Voeg wat ijsblokjes toe en garneer met het schijfje limoen en takje munt.'];['Tumbler glas', 'Barmaatje', 'Barlepel']
Hazel Cream;Deze cocktail is een heerlijk, romig drankje die je bijna als toetje zou willen nemen! Hij is zoet maar niet té en eigenlijk alle ingrediënten proef je erin terug. De Hazel Cream is een lekkere cocktail om (bijvoorbeeld) op een winterse dag te drinken.;https://cocktailrecepten.com/recept/hazel-cream;['30 ml Frangelico', '30 ml Kahlúa', '1 snufje Kaneel', '1 scheutje Melk', '20 ml Vodka'];['Pak een whiskeyglas of tumbler en doe hier een paar ijsblokjes in.', 'Schenk de Frangelico, Kahlúa, vodka en een scheutje melk erbij.', 'Roer 1 keer door en strooi er kaneel over als garnering.'];['Tumbler glas', 'Barmaatje', 'Barlepel']
Hazelnut Dark and Stormy;De Hazelnut Dark and Stormy, een variant op de originele Dark and Stormy. Dat komt door de Frangelico in plaats van de angostura bitters. Dit voegt een nootachtige smaak toe aan deze spicy cocktail!;https://cocktailrecepten.com/recept/hazelnut-dark-and-stormy;['60 ml Donkere rum', '22.5 ml Frangelico', '90 ml Ginger beer'];['Pak een mason jar en doe hier wat ijsblokjes in.', 'Schenk eerst de donkere rum en Frangelico in. Top af met de ginger beer.', 'Roer een keer door en garneer met een schijfje limoen.'];['Mason jar', 'Barmaatje', 'Barlepel']
Hazelnut Dream;De Hazelnut Dream is een lekker romige en licht sterke cocktail. Ben je een liefhebber van koffielikeur? Dan is dit de cocktail voor jou! We maken hem met Baileys, Kahlúa, Cointreau en vloeibare slagroom.;https://cocktailrecepten.com/recept/hazelnut-dream;['30 ml Baileys', '30 ml Cointreau', '30 ml Kahlúa', '1 scheutje Vloeibare slagroom', '4 stuk Hazelnoten'];['Pak een cocktailshaker en vul deze met wat ijsblokjes.', 'Voeg de Baileys, Kahlua, Cointreau, melk en het scheutje slagroom toe. Shake it!', 'Pak een martini glas. Schenk de cocktail door een strainer in het glas.', 'Hak of snijd een paar hazelnoten klein en strooi dit over je cocktail in het glas.'];['Martini glas', 'Shaker', 'Barmaatje', 'Strainer']
Hazelnut Mimosa;De Hazelnut Mimosa, een originele mimosa gecombineerd met Frangelico. Door deze toevoeging krijgt dit drankje een heerlijke nootachtige smaak. Zorg ervoor dat je bruisende wijn niet al te zoet is.;https://cocktailrecepten.com/recept/hazelnut-mimosa;['60 ml Champagne', '22.5 ml Frangelico', '60 ml Sinaasappelsap'];['Pak een champagneflûte en schenk de Frangelico, champagne en sinaasappelsap erin.', 'Roer een keer door en serveer met een schijfje sinaasappel.'];['Champagneglas', 'Barmaatje', 'Barlepel']
Heat Wave;De Heat Wave heeft deze naam omdat deze cocktail door zijn ingrediënten lekker tropisch is. De Heat Wave, wat vertaald hittegolf is, drink je dan ook voornamelijk in de zomer. Je maakt hem met perzik likeur, Malibu, apricot brandy, ananas- en sinaasappelsap.;https://cocktailrecepten.com/recept/heat-wave;['90 ml Ananassap', '15 ml Apricot brandy', '35 ml Malibu', '15 ml Peachtree', '90 ml Sinaasappelsap'];['Vul een longdrinkglas met een paar ijsblokjes.', 'Pak een cocktailshaker en doe hier een paar ijsblokjes in.', 'Voeg de Malibu, perzik likeur, apricot brandy, het sinaasappel- en ananassap toe. Shake!', 'Schenk de cocktail door een strainer in het glas. Garneer met een schijfje sinaasappel.'];['Longdrinkglas', 'Shaker', 'Barmaatje', 'Strainer', 'Barlepel']
Heaven and Hell;Waarom deze cocktail zo heet? Geen idee! Maar als je het mij zou vragen zou ik zeggen dat hij zo lekker is dat je er meerdere van wil drinken, maar als je dat doet het dan in een hell veranderd, omdat je alleen maar pure drank zit te drinken! Hij is in ieder geval de moeite waard om hem zelf eens te maken!;https://cocktailrecepten.com/recept/heaven-and-hell;['60 ml Amaretto', '60 ml Baileys', '60 ml Jägermeister'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg alle ingrediënten toe en shake!', 'Pak een tumbler en doe hier wat ijsblokjes in.', 'Schenk de cocktail door een strainer in het glas.'];['Tumbler glas', 'Shaker', 'Barmaatje', 'Strainer']
Homemade Radler;Radler kent iedereen als het Duitse drankje wat zo populair is in de zomer maanden, maar hoe leuk is het om het zelf te maken! Het bestaat voor de helft uit bier, en voor de andere helft uit limonade. Het is dus een soort frisdrank met alcohol. Wij hebben hem gemaakt met hefeweizen bier, wat een ander type bier is dan witbier. Probeer hem zelf eens als variatie op een koud wijntje! Let op: onderstaande ingrediënten zijn gebaseerd op het maken van een grote kom/kan en is dus voor meerdere personen!;https://cocktailrecepten.com/recept/homemade-radler;['500 ml Bruisend water', '2.5 stuk Citroen', '75 gr Suiker', '500 ml Franziskaner Weissbier'];"['Pak een grote kom en pers hier de 5 citroenen in uit. Voeg ook de helften zelf en het suiker toe.', ""Voordat we verder gaan, was eerst goed je handen! Kneed vervolgens het sap met de suiker en de citroenhelften door elkaar. Op deze manier krijg je de optimale smaak aan je 'limonade'!"", 'Pak daarna een schone kan/kom en schenk je mengsel door een zeef hierin.', 'Vul het aan met het bruisend water en het bier. Zorg ervoor dat het bruisend water en bier in gelijke hoeveelheden zijn!', 'Roer even door, garneer eventueel met schijfjes citroen en geniet!']";['Karaf', 'Barlepel', 'Zeef', 'Maatbeker', 'Mengkom', 'Citruspers']
Honey Bee;De Honey Bee is een romige cocktail wat vertaald honingbij betekent. Het is dan ook geen toeval dat we deze cocktail onder andere maken met honing! Daarnaast voegen we nog whiskey en Baileys toe en klaar!;https://cocktailrecepten.com/recept/honey-bee;['75 ml Baileys Irish cream', '12.5 ml Honing', '25 ml Whiskey'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de Baileys, whiskey en honing toe. Schud goed tot de honing helemaal vermengd is en het drankje lekker koud is geworden!', 'Vul een tumbler met wat ijsblokjes en schenk de cocktail door een strainer in het glas.'];['Tumbler glas', 'Shaker', 'Barmaatje', 'Strainer']
Hot 43;Hot 43. De hot staat in dit geval niet voor warm maar voor hot als in pittig. Deze pittigheid krijgt hij door de rode peper die erin zit. De 43 refereert uiteraard naar Licor 43. Om het pittige een beetje tegen te gaan zit er ook limoensap in en toppen we hem af met bruisend water.;https://cocktailrecepten.com/recept/hot-43;['120 ml Bruisend water', '45 ml Licor 43', '15 ml Limoensap', '4 schijfje Rode peper'];['Pak een gin-tonic glas.', 'Snijd 4 dunne plakjes per persoon van de rode peper. Doe ze in het glas en plet ze een beetje.', 'Voeg (veel) ijsblokjes toe.', 'Schenk de Licor 43, het limoensap en het bruisend water erbij. Roer even door en geniet!'];['Ballon glas', 'Barmaatje', 'Barlepel', 'Muddler', 'Citruspers']
Hot Blue;De meeste cocktails worden gemaakt met ijsblokjes of gekoelde ingrediënten, maar ooit wel eens een warme cocktail geprobeerd? Maak dan eens de Hot Blue met gin, Blue Curaçao, citroensap en heet water. Door de toevoeging van de honing heeft ie een zachte afdronk.;https://cocktailrecepten.com/recept/hot-blue;['20 ml Blue curaçao', '22.5 ml Citroensap', '35 ml Gin', '1 tl Honing', '120 ml Heet water'];['Pak een longdrinkglas of theeglas.', 'Schenk de gin, Blue Curaçao en het citroensap in het glas. Tip: gebruik vers citroensap.', 'Doe de honing erbij.', 'Top het glas af met heet water.', 'Roer een keer door en garneer met een citroenschil in het glas.'];['Mason jar', 'Barmaatje', 'Barlepel', 'Citruspers', 'Zesteur']
Hot Pink Chocolate;De Hot Pink Chocolate is in tegenstelling tot vrijwel de meeste cocktails, een warme cocktail! Weer eens wat anders en heerlijk voor een winterse dag! Daarnaast heeft ie, zoals de naam ook al doet verklappen, een roze kleur! We maken hem met Flügel, witte chocolade en melk.;https://cocktailrecepten.com/recept/hot-pink-chocolate;['250 ml Melk', '1 stuk Flügel', '100 gr Witte chocolade'];['Pak een steelpannetje en doe hier de melk in. Warm deze op het vuur op.', 'Pak een groot glas, bijvoorbeeld een mason jar, en doe hier de witte chocolade in.', 'Schenk de melk, als deze warm geworden is, over de witte chocolade in het glas.', 'Wacht even tot het gesmolten is en roer door. Voeg ook de Flügel toe en roer nogmaals.', 'Om het nog meer een traktatie te maken, doe je er een toef slagroom op.'];['Mason jar', 'Barlepel', 'Maatbeker']
Hot Shot;De naam van dit shotje verklapt het eigenlijk al een beetje, maar al eens een 'hot shot' gedronken? En met hot bedoelen we hier niet warm, maar heet als in spicy! Het smaakt naar spicy coconut, een heerlijke combinatie!;https://cocktailrecepten.com/recept/hot-shot;['5 ml Citroensap', '15 ml Malibu', '5 ml Suikersiroop', '6 druppel Tabasco'];['Pak een shaker en doe hier ijsblokjes in.', 'Voeg de Malibu, het citroensap en de suikersiroop toe.', 'Breng op smaak met de hete saus. Shake!', 'Pak een (gekoeld) shotglas en schenk het shotje door de strainer erin. Proost!'];['Shotglas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers']
Hot Todd;Een warme cocktail om heerlijk mee op te warmen als je het koud hebt! Drink hem bij voorkeur in de herfst of winter. Tip: gebruik gember thee om hem mee te maken!;https://cocktailrecepten.com/recept/hot-todd;['15 ml Citroensap', '1 tl Honing', '1 snufje Kaneel', '60 ml Whiskey', '140 ml Thee'];['Zet de thee in een glas.', 'Voeg vervolgens de whiskey, het citroensap, de honing en een snufje kaneel toe.', 'Roer een keer door en garneer met een schijfje citroen.', 'Tip: drink hem zo heet mogelijk! Dan is ie het lekkerst.'];['Tumbler glas', 'Barmaatje', 'Barlepel', 'Zeef', 'Citruspers']
Hummer;Een stoere naam voor een cocktail, vind je niet? De Hummer cocktail heeft een zachte smaak en is heerlijk romig door het toevoegen van het ijs. Hierdoor is hij ook lekker koud en kan je hem dus goed in de zomer drinken bijvoorbeeld!;https://cocktailrecepten.com/recept/hummer;['30 ml Kahlúa', '25 ml Witte rum', '1.5 bol Vanille ijs'];['Pak een blender of mengkom met staafmixer.', 'Voeg de Kahlùa, witte rum en het ijs toe. Mix tot het een geheel is geworden.', 'Pak een tumbler en schenk je cocktail erin.', 'Voeg eventueel nog wat ijsblokjes toe en garneer met wat chocolade schaafsel.'];['Tumbler glas', 'Barmaatje', 'Blender']
Ice Tea Sgroppino;De gewone sgroppino kenen velen wel, maar ooit al eens de ice tea variant gedronken? Bij dit recept is de prosecco vervangen door ice tea. Door deze toevoeging en het mixen van de muntblaadjes er doorheen smaakt ie erg lekker fris!;https://cocktailrecepten.com/recept/ice-tea-sgroppino;['0.5 stuk Citroen', '250 ml Citroensorbetijs', '1 takje Munt', '75 ml Vodka', '150 ml Ice tea lemon'];['Maak de citroen schoon en snijd hier per glas 1 schijfje vanaf. Leg de mixer alvast klaar.', 'Pak een kom en doe hier het ijs in. Voeg ook de blaadjes munt toe.', 'Mix met een mixer beetje bij beetje eerst de ice tea er doorheen en daarna de vodka.', 'Pak champagneflûtes en schenk de cocktail erin als het een mooi geheel is geworden.', 'Garneer met een schijfje citroen en serveer direct.'];['Champagneglas', 'Barmaatje', 'Staafmixer', 'IJsschep']
Iced Stroopwafel koffie;Een koffie met stroopwafel smaak? Kom maar door! Je kunt redelijk veel soorten likeur in de koffie doen en zo ook zoals in dit recept dus stroopwafel likeur! Je zou deze cocktail eventueel ook warm kunnen drinken, maar wij raden aan om hem iced te drinken :);https://cocktailrecepten.com/recept/iced-stroopwafel-koffie;['150 ml Koffie', '45 ml Stroopwafel likeur'];['Zet per cocktail een kopje koffie en laat deze afkoelen.', 'Vul een laag glas of tumbler met wat ijsblokjes.', 'Voeg aan het glas de stroopwafel likeur en de afgekoelde koffie toe en roer voorzichtig door.'];['Tumbler glas', 'Barmaatje', 'Barlepel']
In The Tropics;In The Tropics, de naam zegt al waar de cocktail over gaat. Want als je deze drinkt, dan voel je je even alsof je op een strand ligt met een helderblauwe zee voor je en een koel briesje. Hij heeft een heerlijke smaak van ananas, maar de kokos proef je er ook zeker in terug!;https://cocktailrecepten.com/recept/in-the-tropics;['100 ml Ananassap', '50 ml Malibu', '90 gr Diepvries ananas', '30 ml Kokoswater'];['Pak een hoge maatbeker en staafmixer. Je kan hem ook maken in een blender.', 'Voeg alle ingrediënten toe en mix tot het een geheel is geworden.', 'Pak een longdrinkglas en schenk je cocktail erin.', 'Voeg eventueel nog ijsblokjes toe en garneer met een stuk ananas.'];['Longdrinkglas', 'Barmaatje', 'Maatbeker', 'Staafmixer', 'Blender']
Irish Mudslide;De Irish Mudslide, een makkelijke en sterke cocktail met alleen maar drank als ingrediënten. Wil je hem extra romig hebben? Maak hem dan eens met de toevoeging van 15 ml vloeibare slagroom erbij! En dan nog een tip: gebruik niet je meest dure vodka die je in huis hebt! Dit zou zonde zijn want door de toevoeging van de andere dranksoorten proef je dit verschil niet.;https://cocktailrecepten.com/recept/irish-mudslide;['30 ml Baileys', '30 ml Kahlúa', '30 ml Vodka'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Schenk de vodka, Kahlúa en de Baileys erin. Shake!', 'Pak een tumbler en doe hier wat ijsblokjes in.', 'Schenk de cocktail door een strainer in het glas.'];['Tumbler glas', 'Shaker', 'Barmaatje', 'Strainer']
Italian Mojito;Italië, het land in Zuid-Europa die bekend staat om zijn mooie natuur en natuurlijk het heerlijke eten! Want Wie houdt er nou niet van de Italiaanse keuken? En niet alleen qua eten moet je het eens uitproberen maar ook zeker de dranken! Door de toevoeging van limoncello is deze Italian Mojito een lekker verfrissende variatie op de originele Mojito.;https://cocktailrecepten.com/recept/italian-mojito;['60 ml Bruisend water', '1/8 stuk Citroen', '200 gr Crushed Ice', '45 ml Limoncello', '1 takje Munt'];['Pak een mojitoglas of longdrink en knijp hier het partje citroen in uit.', 'Voeg 6 muntblaadjes en de limoncello toe. Vul het glas met crushed ice en roer door met een barlepel. Let op dat de muntblaadjes niet onderop blijven liggen!', 'Voeg het bruisend water toe tot net onder de rand en top het glas af met crushed ice.', 'Garneer met een takje munt.'];['Mojito glas', 'Barmaatje', 'Barlepel', 'Ice Crusher']
Jack's Lemonade;Een lekkere, friszure cocktail met Jack Daniels.;https://cocktailrecepten.com/recept/jacks-lemonade;['20 ml Citroensap', '20 ml Cointreau', '10 ml Suikersiroop', '40 ml Jack Daniels'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg alle ingrediënten toe en shake!', 'Pak een tumbler en doe hier ijsblokjes in.', 'Schenk de cocktail door een strainer in het glas en garneer met een schijfje citroen.'];['Tumbler glas', 'Shaker', 'Barmaatje', 'Strainer']
Jägerbomb;De Jägerbomb is een populair drankje wat vaak tijdens het uitgaan of op wintersport wordt gedronken. Je maakt hem door een glas te vullen met energydrank en daarin een shotglas! Het is de bedoeling dat je vervolgens het hele drankje in één keer opdrinkt, dus doe rustig aan als je nog wil genieten van de rest van je avond!;https://cocktailrecepten.com/recept/jägerbomb;['125 ml Energy', '30 ml Jägermeister'];['Pak een glas, bijvoorbeeld een longdrinkglas, en schenk hier de energydrank in.', 'Pak vervolgens een shotglas en schenk hier de Jägermeister in.', 'Laat het hele shotglas in het glas met energydrank vallen. Doe dit voorzichtig!', 'Drink vervolgens (in principe) het hele glas in één keer leeg.'];['Longdrinkglas', 'Shotglas', 'Barmaatje']
Jägerita;Jägermeister wordt veelal gedronken als shotje en is zo erg geliefd. Maar wist je dat je het ook kan gebruiken in een cocktail? Zoals deze, de Jägerita. Naast Jägermeister maken we deze cocktail met Cointreau, suikersiroop en limoensap.;https://cocktailrecepten.com/recept/jagerita;['30 ml Cointreau', '30 ml Limoensap', '15 ml Suikersiroop', '60 ml Jägermeister'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de Jägermeister, Cointreau, de suikersiroop en het limoensap toe. Shake!', 'Pak een tumbler en schenk de cocktail door een strainer erin. Voeg nog wat ijsblokjes toe om hem lekker koud te houden en garneer met een schijfje limoen.'];['Coupe glas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers']
James Bond;"""Shaken, not stirred"". Ook deze iconische uitspraak is van toepassing voor de James Bond cocktail! Schud de vodka en de angostura bitters in een cocktailshaker en vul in een champagneflûte aan met champagne. Een makkelijk te maken cocktail, met een licht bittere smaak. Door de champagne is dit een cocktail die goed staat op elk feestje!";https://cocktailrecepten.com/recept/james-bond;['2 druppel Angostura bitters', '60 ml Champagne', '30 ml Vodka'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de vodka en angostura bitters toe. Shake!', 'Pak een champagneflûte en schenk de cocktail door een strainer in het glas.', 'Vul bij met de (koude) champagne.'];['Champagneglas', 'Shaker', 'Barmaatje', 'Strainer']
Jarritos Fruit Punch;Zin in een verkoelende, fruitige mocktail? Dan zit je met de Jarritos Fruit Punch aan het juiste adres! We hebben de smaken sinaasappel, grapefruit, perzik en mango samengevoegd met de Jarritos Mango en tadaaa, een heerlijk fruitige mocktail!;https://cocktailrecepten.com/recept/jarritos-fruit-punch;['90 ml Grapefruitsap', '90 ml Sinaasappelsap', '45 gr Diepvries mango', '45 gr Diepvries perzik', '1 partje Mango', '170 ml Jarritos Mango'];['Pak een hoge maatbeker en een staafmixer en doe hier het diepvries fruit in.', 'Voeg het sinaasappelsap, de Jarritos Mango en het grapefruitsap toe.', 'Mix tot het een geheel is geworden.', 'Pak een mason jar en schenk de mocktail erin. Garneer met een stuk mango.'];['Mason jar', 'Barmaatje', 'Maatbeker', 'Staafmixer', 'Blender']
Jarritos Nojito;De Mojito kennen we allemaal en wellicht de Nojito ook (de alcoholvrije variant). Maar daar weer een variatie op is de Jarritos Nojito! Een lekker frisse mocktail die je direct in het glas bereid. Als je hem extra koud wil voeg je op het eind nog wat extra ijsblokjes toe.;https://cocktailrecepten.com/recept/jarritos-nojito;['3 partje Limoen', '2 takje Munt', '1 tl Rietsuiker', '160 ml Jarritos Lime', '60 ml Jarritos Mineragua'];['Pak een mojito glas, pluk de blaadjes van 1 takje munt, klap deze tussen je handen en doe in het glas.', 'Voeg de rietsuiker toe.', 'Knijp 2 partjes limoen uit in het glas en houd even apart.', 'Roer de inhoud van het glas door. Voeg daarna de uitgeknepen partjes limoen toe.', 'Schenk de Jarritos Mineragua en Jarritos Lime erbij en voeg wat ijsblokjes toe.', 'Roer een keer door en garneer met een partje limoen en een takje munt.'];['Mojito glas', 'Barmaatje', 'Barlepel']
Jarritos Sunrise;De Tequila Sunrise, die kennen we allemaal wel. Maar de Jarritos Sunrise? Dát is een alcoholvrije variant hierop die we onder andere maken met Jarritos Pineapple.;https://cocktailrecepten.com/recept/jarritos-sunrise;['1 partje Ananas', '60 ml Ananassap', '1 scheutje Grenadine', '10 ml Limoensap', '80 ml Sinaasappelsap', '200 ml Jarritos Pineapple'];['Pak een mason jar en doe hier wat ijsblokjes in.', 'Voeg het limoen-, sinaasappel- en ananassap toe. Roer even door.', 'Schenk vervolgens de Jarritos Pineapple erbij.', 'Voeg als laatste het scheutje grenadine toe en garneer met een stuk ananas.'];['Mason jar', 'Barmaatje', 'Barlepel']
Jingle Buck;De Jingle Buck is een makkelijk te maken cocktail en we doen dat direct in het glas. We maken hem met vodka, cranberrysap, limoensap en toppen hem af met ginger ale. Het is een frisse cocktail waar je duidelijk de lichtkruidige smaak van ginger ale in terug proeft.;https://cocktailrecepten.com/recept/jingle-buck;['25 ml Cranberrysap', '60 ml Ginger ale', '25 ml Limoensap', '30 ml Vodka'];['Pak een tumbler en doe hier een paar ijsblokjes in.', 'Voeg de vodka, het cranberrysap, het limoensap en de ginger ale toe.', 'Roer even door en serveer direct.'];['Tumbler glas', 'Barmaatje', 'Barlepel']
Just Now;In deze cocktail gaan er in ieder geval 2 ingrediënten in die erg goed bij elkaar passen: Blue Curaçao en ananassap. Uiteraard passen ook de andere ingrediënten erbij want anders zou dit natuurlijk geen lekkere cocktail worden! Voeg nog wat Peachtree en vodka toe en je drankje is klaar!;https://cocktailrecepten.com/recept/just-now;['20 ml Ananassap', '10 ml Blue curaçao', '20 ml Peachtree', '20 ml Vodka'];['Doe in een cocktailshaker wat ijsblokjes.', 'Voeg de vodka, Peachtree, Blue Curaçao en het ananassap toe. Shake!', 'Schenk de cocktail door een cocktail strainer in een tumbler.'];['Tumbler glas', 'Shaker', 'Barmaatje', 'Strainer']
Juxtaposer;Alles zit eigenlijk wel in de Juxtaposer;;;;
Kahlùa Affogato;Een affogato is een Italiaans ijsdessert, waarbij je hete espresso schenkt over een bolletje ijs. En dat is precies wat we in deze cocktail ook gaan doen! Heerlijk om je diner mee af sluiten of als tussendoortje als je even lekker wilt snoepen!;https://cocktailrecepten.com/recept/kahlua-affogato;['45 ml Espresso', '30 ml Kahlúa', '1 bol Vanille ijs'];['Zet een dubbele espresso maar laat hem niet koud worden! Maak daarom in de tussentijd alvast de rest van de cocktail.', 'Pak een laag glas of tumbler en doe hier het bolletje vanille ijs in.', 'Schenk de Kahlúa en de hete espresso er overheen. Geniet!'];['Tumbler glas', 'Barmaatje', 'IJsschep']
Kahlúa Espresso Tonic;De Kahlúa Espresso Tonic, een heerlijke verfrissende cocktail die je eigenlijk over de hele dag wel kan drinken! Je flanst hem zo in elkaar en heeft een lekker frisse smaak, met een tintje koffie.;https://cocktailrecepten.com/recept/kahlua-espresso-tonic;['30 ml Espresso', '30 ml Kahlúa', '90 ml Tonic'];['Zet een espresso en laat deze even afkoelen.', 'Pak vervolgens een longdrinkglas en doe hier wat ijsblokjes in.', 'Schenk de Kahlúa en de koffie erin.', 'Voeg als laatste de tonic toe en garneer eventueel met een schijfje citroen.'];['Longdrinkglas', 'Barmaatje']
Kahlúa Mojito;De Mojito kennen we allemaal als de zeer bekende cocktail uit Cuba. Maar deze cocktail is nét even anders. Zoals de naam al verklapt zit hier Kahlùa in en ook het ananassap vind je niet in het origineel terug. Een heerlijke variant die je zeker een keertje geprobeerd moet hebben!;https://cocktailrecepten.com/recept/kahlua-mojito;['15 ml Ananassap', '30 ml Bruisend water', '30 ml Kahlúa', '22 ml Limoensap', '30 ml Witte rum'];['Pak een mojitoglas en doe hier de muntblaadjes in. Muddle deze een beetje.', 'Schenk de Kahlúa, rum, het limoensap en het ananassap erbij. Roer een keer door.', 'Voeg gecrushed ijs toe en top het glas af met het bruisend water.', 'Garneer eventueel met wat muntblaadjes.'];['Mojito glas', 'Barmaatje', 'Barlepel', 'Ice Crusher', 'Muddler']
Kahlúa Sour;De Kahlúa Sour is een lekkere sour cocktail waar je nog duidelijk de smaak van Kahlúa in terug proeft. Hij krijgt zijn mooie schuimkraag door het shaken met een eiwit erin. Daarnaast zit er ook nog suikersiroop en citroensap in.;https://cocktailrecepten.com/recept/kahlua-sour;['30 ml Citroensap', '75 ml Kahlúa', '15 ml Suikersiroop', '1 stuk Eiwit'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg alle ingrediënten toe. Shake!', 'Pak een tumbler en schenk de cocktail door een strainer erin. Enjoy!'];['Tumbler glas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers']
Kamikaze;Deze cocktail zouden we niet aanraden voor de beginnende cocktaildrinker. Hij is namelijk best wel sterk! Ook moet je van een beetje zuur houden want dat is hij ook. We maken de Kamikaze met Cointreau, vodka en limoensap. De suiker gebruiken we voor aan de rand van het glas.;https://cocktailrecepten.com/recept/kamikaze;['30 ml Cointreau', '30 ml Limoensap', '1 el Suiker', '45 ml Vodka'];['Pak een schoteltje en doe hier wat suiker op.', 'Pak een tumbler en maak de rand van het glas nat met wat limoensap. Dip het glas in de suiker op het schoteltje.', 'Doe een paar ijsblokjes in het glas.', 'Voeg de vodka, cointreau en het limoensap toe en roer even door. Garneer met een schijfje limoen.'];['Tumbler glas', 'Barmaatje', 'Barlepel', 'Citruspers']
Kerst Spoom;Een spoom wordt vaak tussen gerechten door gedronken om je smaak te neutraliseren. Deze mooie witte cocktail met klein rood accent is een geschikte cocktail om met kerst op tafel te zetten! We maken deze cocktail in een blender.;https://cocktailrecepten.com/recept/kerst-spoom;['1 scheutje Aardbeien likeur', '30 ml Prosecco', '15 ml Vodka', '1 bol Yoghurt ijs'];['Pak een blender en doe hier een grote bol yoghurt ijs in.', 'Schenk de vodka en prosecco erbij.', 'Blend de cocktail goed zodat het een mooi geheel wordt. Dit duurt ongeveer 2 minuten.', 'Pak een champagneflûte en schenk hier een klein scheutje / kleine bodem aardbeien likeur in.', 'Als de cocktail klaar is met blenden, schenk je hem in het glas en is ie klaar om te serveren.'];['Champagneglas', 'Barmaatje', 'Blender', 'IJsschep']
Kir Royal;Geef een twist aan je champagne door wat Creme de Cassis toe te voegen. Een heerlijke champagne cocktail voor de feestdagen!;https://cocktailrecepten.com/recept/kir-royal;['120 ml Champagne', '20 ml Crème de Cassis'];['Pak een champagneflûte.', 'Schenk hier eerst de Creme de Cassis in en vul aan met de (koude) champagne.', 'Garneer met een paar blauwe bessen en serveer direct'];['Champagneglas', 'Barmaatje']
Kiwi Daiquiri;Op zoek naar een fruitige maar toch wat sterkere cocktail? Maak dan de Kiwi Daiquiri! Wij hebben de kiwi geschild, in stukken gesneden en vervolgens ingevroren. Door het op deze manier te doen wordt je cocktail lekker koud! Als jij dit ook wilt, houd er dan dus rekening mee dat je dit al op voorhand doet.;https://cocktailrecepten.com/recept/kiwi-daiquiri;['125 gr Kiwi', '30 ml Limoensap', '15 ml Suikersiroop', '70 ml Witte rum'];['Pak een blender, of mengkom met handmixer, en doe hier het (diepvries) fruit in.', 'Voeg vervolgens de witte rum, het limoensap en de suikersiroop toe. Mix tot het een geheel is geworden.', 'Pak een martini glas en schenk de cocktail erin.'];['Martini glas', 'Barmaatje', 'Staafmixer', 'Blender', 'Mengkom']
Komkommer Mojito;Een heerlijke variatie op de 'gewone' Mojito! De Mojito is een cocktail waarmee je eindeloos kan variëren, en nog steeds lekker blijft! Aan deze variant is komkommer toegevoegd wat zorgt voor een verfrissende smaak.;https://cocktailrecepten.com/recept/komkommer-mojito;['60 ml Bruisend water', '5 schijfje Komkommer', '10 ml Limoensap', '5 blaadje Munt', '15 ml Suikersiroop', '40 ml Witte rum'];['Pak een longdrinkglas, pak de muntblaadjes en kneus deze zachtjes tussen je handen (door te klappen) en doe in het glas.', 'Knijp de schijfjes komkommer licht uit in het glas en voeg de schijfjes toe.', 'Voeg de rum, het limoensap en de suikersiroop toe. Roer een keer door.', 'Doe er wat ijsblokjes / crushed ijs in en top af met het bruisend water.'];['Mojito glas', 'Barmaatje', 'Barlepel', 'Citruspers']
Kriek Mojito;De Mojito is een cocktail waar je eindeloos mee kan variëren! In deze variatie hebben we hem gemaakt met kriek! Kriek is typisch Belgisch bier en is zoet van smaak. Daarnaast maken we deze cocktail met rum, suikersiroop en vers limoensap!;https://cocktailrecepten.com/recept/kriek-mojito;['30 ml Limoensap', '2 takje Munt', '10 ml Suikersiroop', '25 ml Witte rum', '125 ml Kriek'];['Pak een mojitoglas en doe hier de blaadjes munt van 1 takje in.', 'Voeg de suikersiroop, het limoensap en de witte rum toe.', 'Roer een keer door en doe er wat ijsblokjes bij.', 'Voeg als laatste het kriek bier toe en garneer met een takje munt.'];['Mojito glas', 'Barmaatje', 'Barlepel', 'Citruspers']
